Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
337677,Men 25-34,Brand Awareness,15 Days,Pinterest,0.06,$500.00 ,1.263743154,Austin,French,592,2908,1,Fashion,4/14/2022,Style Sphere
545409,Men 25-34,Brand Awareness,15 Days,Twitter,0.12,$500.00 ,5.83,Miami,English,1008,4505,4,Technology,6/27/2022,Quantum Quirks
615474,Men 45-60,Product Launch,15 Days,Facebook,0.03,$500.00 ,5.31,Los Angeles,Spanish,1008,4505,7,Technology,10/1/2022,Pixel Pioneers
222075,Men 45-60,Brand Awareness,15 Days,Pinterest,0.08,$500.00 ,0.116185721,New York,Spanish,592,2909,1,Home,8/22/2022,Nest Neat
191621,Women 18-24,Product Launch,15 Days,Pinterest,0.11,$500.00 ,1.118957871,Las Vegas,English,592,2909,1,Technology,8/23/2022,Gadget Giants
640050,Men 18-24,Product Launch,15 Days,Facebook,0.14,$500.00 ,4.6,Las Vegas,Spanish,1008,4506,7,Health,12/6/2022,Vigor Valley
297733,All Ages,Product Launch,15 Days,Twitter,0.08,$500.00 ,0.06,New York,French,1008,4507,8,Technology,9/27/2022,Quantum Quirks
595769,Women 35-44,Market Expansion,15 Days,Facebook,0.03,$500.00 ,6.16,New York,Spanish,1009,4507,5,Technology,2/17/2022,Gadget Giants
813388,Men 18-24,Product Launch,15 Days,Instagram,0.03,$500.00 ,1.63,New York,English,1009,4508,5,Technology,9/14/2022,Quantum Quirks
458344,Women 45-60,Increase Sales,15 Days,Twitter,0.12,$500.00 ,1.46,Las Vegas,French,1009,4508,6,Health,1/5/2022,Aura Align
185150,Men 18-24,Increase Sales,15 Days,Facebook,0.03,$500.00 ,5.01,New York,English,1009,4508,7,Health,11/9/2022,Vigor Valley
958181,Men 45-60,Product Launch,15 Days,Pinterest,0.05,$500.00 ,1.256593264,Las Vegas,English,592,2911,1,Food,7/9/2022,Savor Street
207157,Women 18-24,Market Expansion,15 Days,Twitter,0.13,$500.00 ,6.68,Los Angeles,French,1009,4509,6,Food,3/24/2022,Epicurean Edge
839076,Women 35-44,Brand Awareness,15 Days,Facebook,0.13,$500.00 ,6.38,Miami,Spanish,1009,4510,5,Fashion,5/12/2022,Attire Artistry
946148,All Ages,Increase Sales,15 Days,Facebook,0.08,$500.00 ,6.06,Los Angeles,Spanish,1009,4510,4,Health,3/8/2022,Aura Align
200361,Men 45-60,Brand Awareness,15 Days,Pinterest,0.11,$500.00 ,0.455805522,Miami,Spanish,593,2911,1,Food,7/12/2022,Feast Flavors
803995,Women 25-34,Market Expansion,15 Days,Twitter,0.07,$500.00 ,2.22,Las Vegas,Spanish,1010,4511,8,Technology,3/28/2022,Silicon Saga
660931,Women 35-44,Product Launch,15 Days,Twitter,0.07,$500.00 ,7.73,Los Angeles,English,1010,4511,1,Home,9/16/2022,Domestic Dream
379819,Men 35-44,Market Expansion,15 Days,Facebook,0.07,$500.00 ,5.08,Las Vegas,French,1010,4512,6,Home,12/18/2022,Space Spruce
132175,Men 25-34,Increase Sales,15 Days,Pinterest,0.05,$500.00 ,1.097508199,Los Angeles,Spanish,593,2913,1,Food,12/6/2022,Palate Paradise
427165,Women 25-34,Increase Sales,15 Days,Pinterest,0.03,$500.00 ,0.725713891,Las Vegas,English,593,2913,1,Fashion,1/11/2022,Attire Artistry
163412,Women 18-24,Brand Awareness,15 Days,Pinterest,0.03,$500.00 ,0.548754099,Austin,French,593,2913,1,Home,12/16/2022,Dwell Delight
857175,Women 45-60,Brand Awareness,15 Days,Pinterest,0.02,$500.00 ,0.071498905,Austin,English,593,2913,1,Health,9/16/2022,Aura Align
923245,Women 35-44,Product Launch,15 Days,Pinterest,0.11,$500.00 ,0.151935174,Austin,Spanish,593,2913,1,Food,5/31/2022,Gourmet Grove
496970,Women 35-44,Increase Sales,15 Days,Pinterest,0.07,$500.00 ,0.600590806,Las Vegas,English,593,2914,1,Fashion,11/15/2022,Fiber Fashion
139440,Women 45-60,Increase Sales,15 Days,Instagram,0.13,$500.00 ,1.89,Miami,English,1011,4514,2,Technology,1/29/2022,Quantum Quirks
387122,Men 35-44,Product Launch,15 Days,Pinterest,0.03,$500.00 ,0.010724836,Austin,Spanish,593,2915,1,Home,3/4/2022,Homely Haven
520604,Women 45-60,Product Launch,15 Days,Pinterest,0.11,$500.00 ,0.634552786,Austin,Spanish,593,2915,1,Technology,4/14/2022,Innovate Infinity
766312,Women 25-34,Product Launch,15 Days,Pinterest,0.06,$500.00 ,1.356691731,Austin,English,593,2915,1,Technology,9/18/2022,Silicon Saga
944973,Men 18-24,Brand Awareness,15 Days,Twitter,0.12,$500.00 ,0.75,New York,French,1011,4516,4,Technology,5/25/2022,Quantum Quirks
879419,Men 25-34,Brand Awareness,15 Days,Instagram,0.03,$500.00 ,3.95,Los Angeles,French,1012,4516,2,Food,5/5/2022,Gourmet Grove
495340,Women 45-60,Market Expansion,15 Days,Facebook,0.08,$500.00 ,3.31,Miami,French,1012,4517,6,Health,11/6/2022,Wellness Waves
268492,Women 35-44,Brand Awareness,15 Days,Instagram,0.08,$500.00 ,6.71,New York,English,1012,4517,1,Food,7/21/2022,Palate Paradise
957319,Women 25-34,Brand Awareness,15 Days,Pinterest,0.06,$500.00 ,0.648852567,Las Vegas,French,594,2916,1,Food,5/26/2022,Dine Divine
823056,Women 25-34,Increase Sales,15 Days,Pinterest,0.04,$500.00 ,0.207346826,Las Vegas,Spanish,594,2917,1,Home,1/16/2022,Dwell Delight
415008,Women 45-60,Brand Awareness,15 Days,Twitter,0.1,$500.00 ,1.22,Las Vegas,French,1012,4518,2,Health,2/3/2022,Wellness Waves
896459,Men 35-44,Brand Awareness,15 Days,Instagram,0.09,$500.00 ,7.92,New York,French,1012,4519,7,Home,3/27/2022,Hearth Harmony
453210,Men 45-60,Increase Sales,15 Days,Twitter,0.12,$500.00 ,0.82,Los Angeles,Spanish,1012,4519,6,Home,3/12/2022,Dwell Delight
154410,Women 18-24,Increase Sales,15 Days,Twitter,0.15,$500.00 ,6.26,New York,English,1013,4519,7,Health,1/26/2022,Aura Align
363896,Men 45-60,Brand Awareness,15 Days,Instagram,0.13,$500.00 ,7.83,Austin,Spanish,1013,4520,1,Food,12/1/2022,Gourmet Grove
604788,Men 45-60,Market Expansion,15 Days,Instagram,0.08,$500.00 ,4.8,Austin,Spanish,1013,4520,9,Home,10/11/2022,Furnish Fine
742276,All Ages,Increase Sales,15 Days,Twitter,0.04,$500.00 ,1.09,Miami,French,1013,4521,8,Health,6/2/2022,Balance Beam
203530,Men 18-24,Increase Sales,15 Days,Instagram,0.05,$500.00 ,0.02,New York,French,1013,4521,10,Home,6/26/2022,Decor Dreams
779939,Women 45-60,Market Expansion,15 Days,Instagram,0.07,$500.00 ,1.17,New York,French,1013,4521,5,Technology,10/3/2022,Cyber Circuit
393590,Women 18-24,Brand Awareness,15 Days,Twitter,0.12,$500.00 ,6.59,Austin,French,1013,4522,6,Health,3/12/2022,Aura Align
782264,Men 45-60,Brand Awareness,15 Days,Facebook,0.12,$500.00 ,2.43,Austin,Spanish,1014,4522,1,Food,5/30/2022,Palate Paradise
521802,All Ages,Product Launch,15 Days,Twitter,0.06,$500.00 ,6.82,Las Vegas,Spanish,1014,4522,10,Technology,5/16/2022,Pixel Pioneers
814134,Women 45-60,Product Launch,15 Days,Facebook,0.14,$500.00 ,3.2,Miami,French,1014,4523,2,Fashion,7/13/2022,Mode Maven
679508,Women 18-24,Product Launch,15 Days,Twitter,0.12,$500.00 ,2.92,Los Angeles,English,1014,4523,3,Home,7/25/2022,Living Luxe
625031,Men 25-34,Product Launch,15 Days,Twitter,0.03,$500.00 ,4.51,Los Angeles,English,1014,4524,8,Health,11/26/2022,Vigor Valley
531144,All Ages,Product Launch,15 Days,Facebook,0.02,$500.00 ,6.35,Miami,English,1014,4524,4,Home,12/24/2022,Decor Dreams
637026,Men 18-24,Brand Awareness,15 Days,Pinterest,0.1,$500.00 ,0.8883739,Las Vegas,French,595,2920,1,Fashion,8/7/2022,Fiber Fashion
193776,Men 18-24,Market Expansion,15 Days,Pinterest,0.13,$500.00 ,0.119760667,New York,Spanish,595,2921,1,Fashion,10/25/2022,Silk & Style
136904,Men 45-60,Increase Sales,15 Days,Instagram,0.12,$500.00 ,2.2,New York,English,1015,4525,5,Food,7/6/2022,Dine Divine
739060,Men 35-44,Product Launch,15 Days,Twitter,0.12,$500.00 ,0.41,Miami,Spanish,1015,4526,4,Home,12/3/2022,Dwell Delight
360078,All Ages,Market Expansion,15 Days,Twitter,0.06,$500.00 ,3.19,Los Angeles,French,1015,4526,2,Food,1/23/2022,Gourmet Grove
900667,All Ages,Product Launch,15 Days,Pinterest,0.04,$500.00 ,0.661364876,Los Angeles,French,596,2922,1,Home,2/26/2022,Cozy Corners
465965,Men 45-60,Increase Sales,15 Days,Instagram,0.1,$500.00 ,4.09,Miami,English,1015,4527,1,Health,7/6/2022,Elixir Essence
216409,Women 18-24,Increase Sales,15 Days,Instagram,0.02,$500.00 ,1.16,New York,English,1015,4527,9,Health,5/20/2022,Wellness Waves
245420,Men 25-34,Market Expansion,15 Days,Twitter,0.13,$500.00 ,2.89,Las Vegas,Spanish,1015,4528,7,Home,12/31/2022,Decor Dreams
282757,Men 18-24,Brand Awareness,15 Days,Facebook,0.08,$500.00 ,2.26,New York,Spanish,1016,4528,10,Health,7/6/2022,Well Wish
115950,Women 18-24,Product Launch,15 Days,Twitter,0.15,$500.00 ,6.26,Las Vegas,Spanish,1016,4528,3,Home,5/23/2022,Decor Dreams
243469,Women 35-44,Increase Sales,15 Days,Twitter,0.02,$500.00 ,4.46,Los Angeles,English,1016,4529,4,Health,7/25/2022,Balance Beam
227943,Men 25-34,Increase Sales,15 Days,Pinterest,0.13,$500.00 ,1.136832597,Las Vegas,English,596,2924,1,Health,6/22/2022,Fitness Front
787948,Men 18-24,Product Launch,15 Days,Facebook,0.08,$500.00 ,1.36,New York,French,1016,4529,8,Health,2/19/2022,Wellness Waves
672700,Men 45-60,Product Launch,15 Days,Facebook,0.14,$500.00 ,2.13,New York,French,1016,4530,8,Health,12/26/2022,Vital Vigor
126770,Men 35-44,Market Expansion,15 Days,Pinterest,0.01,$500.00 ,0.588078497,Las Vegas,Spanish,596,2924,1,Home,10/10/2022,Hearth Harmony
603458,Men 45-60,Increase Sales,15 Days,Pinterest,0.03,$500.00 ,0.268120896,Los Angeles,French,596,2925,1,Technology,7/29/2022,Code Crafters
424774,Men 45-60,Product Launch,15 Days,Twitter,0.01,$500.00 ,4.43,New York,Spanish,1017,4531,5,Health,2/3/2022,Heal Hub
918010,Men 35-44,Increase Sales,15 Days,Facebook,0.03,$500.00 ,2.14,Las Vegas,French,1017,4531,4,Home,2/12/2022,Domestic Dream
943828,Women 18-24,Market Expansion,15 Days,Facebook,0.1,$500.00 ,7.76,New York,Spanish,1017,4532,2,Fashion,11/12/2022,Glam Garments
436734,Men 45-60,Market Expansion,15 Days,Instagram,0.08,$500.00 ,4.48,Austin,English,1017,4532,10,Food,8/2/2022,Nosh Nirvana
431866,Men 18-24,Increase Sales,15 Days,Facebook,0.06,$500.00 ,6.52,Los Angeles,Spanish,1017,4533,10,Food,9/15/2022,Feast Flavors
137463,Men 18-24,Market Expansion,15 Days,Instagram,0.04,$500.00 ,4.2,Las Vegas,English,1017,4533,4,Home,11/4/2022,Furnish Fine
589672,Men 35-44,Increase Sales,15 Days,Twitter,0.07,$500.00 ,1.24,Las Vegas,French,1017,4533,9,Fashion,12/3/2022,Silk & Style
253812,Women 25-34,Market Expansion,15 Days,Twitter,0.02,$500.00 ,1.59,New York,French,1017,4534,6,Health,9/27/2022,Balance Beam
474344,Men 35-44,Increase Sales,15 Days,Instagram,0.1,$500.00 ,1.37,Las Vegas,Spanish,1018,4534,1,Fashion,5/4/2022,Mode Maven
591748,Men 35-44,Increase Sales,15 Days,Pinterest,0.03,$500.00 ,1.328092169,Miami,Spanish,597,2927,1,Home,7/1/2022,Nest Neat
488051,Women 45-60,Product Launch,15 Days,Facebook,0.07,$500.00 ,6.08,Las Vegas,French,1018,4535,4,Health,5/18/2022,Pulse Point
546952,Women 18-24,Brand Awareness,15 Days,Pinterest,0.14,$500.00 ,1.122532816,Austin,French,597,2927,1,Fashion,10/26/2022,Runway Rebels
760727,Men 45-60,Increase Sales,15 Days,Instagram,0.14,$500.00 ,2.74,New York,Spanish,1018,4536,1,Home,11/30/2022,Dwell Delight
392669,Men 35-44,Brand Awareness,15 Days,Pinterest,0.11,$500.00 ,1.281617881,Austin,English,597,2928,1,Home,3/1/2022,Homely Haven
619862,Men 35-44,Brand Awareness,15 Days,Pinterest,0.09,$500.00 ,1.033159184,Miami,French,597,2928,1,Health,2/26/2022,Aura Align
380299,Men 35-44,Increase Sales,15 Days,Instagram,0.02,$500.00 ,0.7,Los Angeles,French,1019,4537,2,Fashion,1/1/2022,Attire Artistry
436944,Men 25-34,Increase Sales,15 Days,Instagram,0.04,$500.00 ,5.17,Austin,Spanish,1019,4537,9,Food,3/25/2022,Nosh Nirvana
861827,Women 45-60,Brand Awareness,15 Days,Twitter,0.09,$500.00 ,3.4,Los Angeles,Spanish,1019,4538,4,Technology,2/13/2022,Tech Titans
685880,Men 18-24,Market Expansion,15 Days,Pinterest,0.09,$500.00 ,0.185897154,Las Vegas,Spanish,598,2929,1,Health,7/29/2022,Pulse Point
950629,All Ages,Brand Awareness,15 Days,Pinterest,0.02,$500.00 ,1.135045124,Las Vegas,Spanish,598,2929,1,Food,5/17/2022,Bistro Bliss
501099,Men 25-34,Market Expansion,15 Days,Instagram,0.15,$500.00 ,7.37,Los Angeles,English,1019,4539,3,Food,8/2/2022,Epicurean Edge
333226,Men 18-24,Market Expansion,15 Days,Facebook,0.04,$500.00 ,3.41,Los Angeles,French,1019,4539,10,Health,5/12/2022,Well Wish
497824,All Ages,Product Launch,15 Days,Pinterest,0.12,$500.00 ,0.838324667,Austin,Spanish,598,2931,1,Technology,7/27/2022,Silicon Saga
672130,Men 18-24,Increase Sales,15 Days,Instagram,0.01,$500.00 ,3.28,Austin,Spanish,1020,4540,6,Home,1/4/2022,Domestic Dream
298530,Men 18-24,Market Expansion,15 Days,Pinterest,0.1,$500.00 ,0.874074119,Austin,Spanish,599,2931,1,Food,2/19/2022,Epicurean Edge
495311,Men 45-60,Increase Sales,15 Days,Twitter,0.1,$500.00 ,0.67,Las Vegas,Spanish,1020,4541,6,Health,5/19/2022,Wellness Waves
214358,Women 35-44,Market Expansion,15 Days,Instagram,0.02,$500.00 ,7.25,Los Angeles,English,1020,4541,3,Food,6/8/2022,Bistro Bliss
504239,Women 45-60,Market Expansion,15 Days,Instagram,0.05,$500.00 ,3.54,Miami,French,1020,4542,8,Technology,5/20/2022,Innovate Infinity
551866,Men 35-44,Increase Sales,15 Days,Twitter,0.14,$500.00 ,3.26,New York,English,1020,4542,3,Health,5/8/2022,Vital Vigor
136491,Men 25-34,Market Expansion,15 Days,Twitter,0.06,$500.00 ,6.74,Austin,English,1020,4542,7,Home,11/9/2022,Dwell Delight
836448,Men 25-34,Market Expansion,15 Days,Facebook,0.05,$500.00 ,7.72,Miami,Spanish,1021,4543,3,Food,10/19/2022,Epicurean Edge
440492,All Ages,Product Launch,15 Days,Instagram,0.04,$500.00 ,3.71,Austin,Spanish,1021,4543,2,Food,4/18/2022,Gastronomy Guild
187218,All Ages,Market Expansion,15 Days,Pinterest,0.08,$500.00 ,0.664939821,Los Angeles,English,599,2933,1,Home,6/13/2022,Domestic Dream
928592,Women 18-24,Brand Awareness,15 Days,Facebook,0.02,$500.00 ,7.61,New York,Spanish,1021,4544,9,Home,6/16/2022,Space Spruce
120448,Women 18-24,Brand Awareness,15 Days,Twitter,0.12,$500.00 ,0.91,Miami,English,1021,4544,3,Fashion,8/21/2022,Mode Maven
154973,Women 35-44,Product Launch,15 Days,Instagram,0.06,$500.00 ,6.96,Austin,Spanish,1021,4545,9,Fashion,7/24/2022,Fiber Fashion
263740,Men 25-34,Market Expansion,15 Days,Facebook,0.02,$500.00 ,4.25,New York,Spanish,1021,4545,7,Technology,11/17/2022,NexGen Nerds
133814,Women 35-44,Increase Sales,15 Days,Pinterest,0.14,$500.00 ,1.245868428,Los Angeles,French,599,2934,1,Technology,5/18/2022,Giga Geeks
475749,Women 25-34,Product Launch,15 Days,Pinterest,0.04,$500.00 ,0.573778716,Las Vegas,English,600,2935,1,Fashion,7/25/2022,Glam Garments
292382,Women 45-60,Market Expansion,15 Days,Facebook,0.06,$500.00 ,1.19,Las Vegas,French,1022,4546,5,Home,2/11/2022,Dwell Delight
498718,Men 25-34,Increase Sales,15 Days,Twitter,0.11,$500.00 ,4.58,New York,Spanish,1022,4547,1,Health,3/24/2022,Fitness Front
477693,Men 45-60,Market Expansion,15 Days,Twitter,0.06,$500.00 ,5.44,Austin,English,1022,4547,6,Health,2/13/2022,Well Wish
396751,Women 35-44,Market Expansion,15 Days,Instagram,0.01,$500.00 ,1.82,Las Vegas,English,1022,4547,2,Fashion,9/23/2022,Fiber Fashion
914241,Men 18-24,Increase Sales,15 Days,Facebook,0.13,$500.00 ,2.2,New York,English,1022,4548,7,Food,2/21/2022,Gastronomy Guild
177076,All Ages,Increase Sales,15 Days,Instagram,0.1,$500.00 ,5.45,Miami,Spanish,1022,4548,5,Home,10/6/2022,Space Spruce
289981,Men 25-34,Market Expansion,15 Days,Twitter,0.11,$500.00 ,6.88,New York,French,1022,4549,7,Health,7/18/2022,Well Wish
304526,Women 25-34,Market Expansion,15 Days,Instagram,0.02,$500.00 ,3.51,Las Vegas,English,1023,4549,7,Technology,2/22/2022,Quantum Quirks
147704,All Ages,Product Launch,15 Days,Twitter,0.07,$500.00 ,1.02,New York,Spanish,1023,4549,10,Food,1/6/2022,Palate Paradise
663112,Men 18-24,Product Launch,15 Days,Facebook,0.1,$500.00 ,5.95,Miami,English,1023,4550,8,Fashion,8/1/2022,Vogue Visions
196707,Men 45-60,Brand Awareness,15 Days,Facebook,0.05,$500.00 ,5.12,Austin,English,1023,4550,8,Health,8/16/2022,Heal Hub
359796,Men 25-34,Product Launch,15 Days,Instagram,0.04,$500.00 ,1.87,Austin,English,1023,4551,10,Technology,6/15/2022,NexGen Nerds
562768,Women 45-60,Brand Awareness,15 Days,Pinterest,0.03,$500.00 ,1.422828219,New York,Spanish,600,2938,1,Food,10/12/2022,Epicurean Edge
560150,All Ages,Product Launch,15 Days,Twitter,0.11,$500.00 ,0.55,New York,Spanish,1023,4551,6,Home,5/30/2022,Hearth Harmony
373365,Men 45-60,Product Launch,15 Days,Facebook,0.14,$500.00 ,1.91,Austin,French,1024,4552,6,Home,12/5/2022,Decor Dreams
423066,Men 25-34,Product Launch,15 Days,Pinterest,0.08,$500.00 ,1.108233035,New York,French,601,2938,1,Fashion,7/1/2022,Glam Garments
283224,All Ages,Product Launch,15 Days,Pinterest,0.04,$500.00 ,0.457592995,Austin,French,601,2938,1,Technology,6/20/2022,NexGen Nerds
505274,Women 35-44,Market Expansion,15 Days,Twitter,0.12,$500.00 ,6.25,Los Angeles,English,1024,4553,5,Health,12/12/2022,Vital Vigor
436396,Men 45-60,Product Launch,15 Days,Pinterest,0.08,$500.00 ,1.026009293,Austin,French,601,2939,1,Food,12/4/2022,Savor Street
923177,Men 25-34,Market Expansion,15 Days,Facebook,0.08,$500.00 ,5.33,Los Angeles,English,1024,4554,3,Home,11/18/2022,Homely Haven
441671,All Ages,Brand Awareness,15 Days,Twitter,0.03,$500.00 ,6.62,Miami,French,1024,4554,3,Health,2/3/2022,Aura Align
274661,Men 18-24,Brand Awareness,15 Days,Instagram,0.04,$500.00 ,6.86,New York,French,1024,4554,9,Home,9/13/2022,Furnish Fine
638479,Women 25-34,Market Expansion,15 Days,Facebook,0.14,$500.00 ,7.18,Austin,English,1025,4555,10,Technology,4/17/2022,Silicon Saga
705703,Men 18-24,Product Launch,15 Days,Pinterest,0.1,$500.00 ,0.357494527,Los Angeles,French,602,2940,1,Fashion,4/15/2022,Style Sphere
506871,Women 45-60,Product Launch,15 Days,Facebook,0.04,$500.00 ,7.23,Miami,Spanish,1025,4556,7,Health,10/23/2022,Well Wish
753979,Women 45-60,Increase Sales,15 Days,Instagram,0.11,$500.00 ,4.82,Miami,French,1025,4556,9,Health,7/13/2022,Elixir Essence
706949,Men 18-24,Market Expansion,15 Days,Twitter,0.04,$500.00 ,2.62,Los Angeles,French,1025,4556,7,Home,9/18/2022,Hearth Harmony
341394,Women 45-60,Market Expansion,15 Days,Pinterest,0.02,$500.00 ,0.398606398,Los Angeles,English,602,2942,1,Home,3/12/2022,Furnish Fine
245480,Women 18-24,Product Launch,15 Days,Pinterest,0.05,$500.00 ,0.069711433,New York,French,602,2942,1,Fashion,5/3/2022,Chic Couture
320948,Women 35-44,Brand Awareness,15 Days,Pinterest,0.06,$500.00 ,0.952722915,Austin,French,602,2942,1,Fashion,2/20/2022,Chic Couture
927960,All Ages,Product Launch,15 Days,Pinterest,0.13,$500.00 ,0.370006836,Austin,Spanish,602,2942,1,Health,4/5/2022,Well Wish
886997,Men 25-34,Product Launch,15 Days,Instagram,0.04,$500.00 ,0.66,Las Vegas,English,1026,4558,2,Fashion,1/14/2022,Style Sphere
372654,Men 25-34,Product Launch,15 Days,Facebook,0.04,$500.00 ,7.95,Miami,English,1026,4559,9,Health,7/15/2022,Balance Beam
587087,Men 45-60,Brand Awareness,15 Days,Twitter,0.1,$500.00 ,7.17,New York,English,1026,4559,6,Health,10/11/2022,Fitness Front
894854,Women 18-24,Increase Sales,15 Days,Facebook,0.02,$500.00 ,3.67,New York,French,1026,4560,6,Technology,2/22/2022,NexGen Nerds
394299,Women 45-60,Product Launch,15 Days,Facebook,0.13,$500.00 ,7.6,Austin,Spanish,1026,4560,7,Technology,5/26/2022,Innovate Infinity
718558,Women 35-44,Product Launch,15 Days,Facebook,0.06,$500.00 ,3.35,Los Angeles,French,1026,4560,7,Home,1/7/2022,Domestic Dream
531089,Women 18-24,Market Expansion,15 Days,Facebook,0.12,$500.00 ,5.13,Los Angeles,English,1027,4561,2,Health,8/19/2022,Vigor Valley
839434,Women 18-24,Increase Sales,15 Days,Facebook,0.04,$500.00 ,7.29,Los Angeles,French,1027,4561,4,Food,8/12/2022,Epicurean Edge
878629,All Ages,Product Launch,15 Days,Pinterest,0.08,$500.00 ,0.859774338,Austin,French,603,2944,1,Home,12/14/2022,Furnish Fine
313958,All Ages,Brand Awareness,15 Days,Pinterest,0.06,$500.00 ,0.370006836,Las Vegas,English,603,2945,1,Technology,4/7/2022,Gadget Giants
356021,Women 18-24,Product Launch,15 Days,Pinterest,0.1,$500.00 ,0.289570567,Los Angeles,English,603,2945,1,Home,2/15/2022,Hearth Harmony
763679,Men 35-44,Increase Sales,15 Days,Instagram,0.09,$500.00 ,2.79,Las Vegas,Spanish,1027,4563,10,Home,9/25/2022,Living Luxe
731141,Women 45-60,Brand Awareness,15 Days,Pinterest,0.04,$500.00 ,0.738226199,Austin,French,603,2946,1,Technology,7/10/2022,Innovate Infinity
500920,Women 45-60,Market Expansion,15 Days,Twitter,0.04,$500.00 ,0.31,Miami,French,1027,4563,4,Home,3/12/2022,Nest Neat
679308,Men 35-44,Market Expansion,15 Days,Facebook,0.05,$500.00 ,6.6,Los Angeles,Spanish,1028,4564,1,Technology,11/11/2022,Cyber Circuit
840203,Women 35-44,Product Launch,15 Days,Instagram,0.05,$500.00 ,7.88,Miami,English,1028,4564,1,Health,11/11/2022,Aura Align
697323,Men 25-34,Increase Sales,15 Days,Pinterest,0.05,$500.00 ,0.970597642,Las Vegas,French,603,2947,1,Food,7/1/2022,Gastronomy Guild
513270,Women 18-24,Increase Sales,15 Days,Pinterest,0.09,$500.00 ,0.849049502,Miami,Spanish,603,2947,1,Home,4/14/2022,Cozy Corners
848144,Women 25-34,Product Launch,15 Days,Facebook,0.05,$500.00 ,2.17,Las Vegas,Spanish,1028,4565,8,Technology,7/30/2022,Tech Titans
997246,Men 35-44,Product Launch,15 Days,Facebook,0.12,$500.00 ,7.35,Las Vegas,French,1028,4566,2,Fashion,1/17/2022,Runway Rebels
105589,Men 35-44,Brand Awareness,15 Days,Instagram,0.07,$500.00 ,3.47,New York,Spanish,1028,4566,5,Health,3/10/2022,Vigor Valley
586005,Women 35-44,Increase Sales,15 Days,Facebook,0.02,$500.00 ,6.98,Los Angeles,French,1029,4567,5,Home,10/5/2022,Homely Haven
674295,Men 45-60,Brand Awareness,15 Days,Instagram,0.06,$500.00 ,2.53,Los Angeles,French,1029,4567,7,Food,11/28/2022,Culinary Quest
777045,Men 45-60,Brand Awareness,15 Days,Instagram,0.13,$500.00 ,0.35,Miami,English,1029,4567,8,Technology,3/9/2022,Quantum Quirks
104227,Men 35-44,Market Expansion,15 Days,Pinterest,0.13,$500.00 ,1.126107761,Miami,English,604,2949,1,Health,5/19/2022,Aura Align
768795,Men 25-34,Increase Sales,15 Days,Pinterest,0.08,$500.00 ,0.432568378,New York,French,604,2949,1,Fashion,4/9/2022,Glam Garments
841500,Women 18-24,Product Launch,15 Days,Instagram,0.13,$500.00 ,7.9,New York,English,1029,4568,5,Food,2/1/2022,Nosh Nirvana
183922,All Ages,Market Expansion,15 Days,Facebook,0.04,$500.00 ,0.54,Miami,Spanish,1029,4569,7,Home,3/31/2022,Space Spruce
899304,Women 35-44,Brand Awareness,15 Days,Twitter,0.07,$500.00 ,7.49,New York,Spanish,1029,4569,8,Technology,1/15/2022,Code Crafters
260018,Men 25-34,Product Launch,15 Days,Twitter,0.05,$500.00 ,1.69,Los Angeles,French,1030,4570,3,Food,3/15/2022,Savor Street
651056,Women 25-34,Brand Awareness,15 Days,Pinterest,0.08,$500.00 ,0.698901801,New York,English,604,2950,1,Food,8/10/2022,Dine Divine
847358,Women 35-44,Market Expansion,15 Days,Pinterest,0.12,$500.00 ,0.849049502,Miami,English,604,2950,1,Fashion,1/23/2022,Vogue Visions
319284,Men 45-60,Increase Sales,15 Days,Pinterest,0.07,$500.00 ,0.761463343,Miami,Spanish,604,2951,1,Technology,4/6/2022,NexGen Nerds
184837,Women 25-34,Product Launch,15 Days,Pinterest,0.02,$500.00 ,1.310217443,Los Angeles,French,604,2951,1,Home,7/15/2022,Living Luxe
408472,Women 25-34,Brand Awareness,15 Days,Instagram,0.05,$500.00 ,4.3,Austin,English,1030,4572,5,Health,9/28/2022,Vital Vigor
975231,Men 45-60,Product Launch,15 Days,Pinterest,0.06,$500.00 ,1.202969084,New York,Spanish,604,2951,1,Food,7/1/2022,Bistro Bliss
122842,Women 45-60,Market Expansion,15 Days,Twitter,0.13,$500.00 ,0.74,Los Angeles,French,1031,4572,6,Health,8/16/2022,Aura Align
669498,Men 45-60,Increase Sales,15 Days,Pinterest,0.03,$500.00 ,0.902673682,Las Vegas,English,605,2952,1,Health,8/8/2022,Vital Vigor
493595,All Ages,Product Launch,15 Days,Facebook,0.09,$500.00 ,2.56,Las Vegas,English,1031,4573,9,Home,10/16/2022,Furnish Fine
663605,Men 18-24,Brand Awareness,15 Days,Twitter,0.11,$500.00 ,1.6,Miami,English,1031,4574,10,Food,1/6/2022,Palate Paradise
455198,Women 45-60,Brand Awareness,15 Days,Instagram,0.11,$500.00 ,6.57,Austin,English,1031,4574,3,Technology,8/1/2022,Quantum Quirks
969941,Women 18-24,Increase Sales,15 Days,Facebook,0.12,$500.00 ,7.57,New York,English,1031,4574,3,Home,7/22/2022,Domestic Dream
787087,Women 35-44,Market Expansion,15 Days,Pinterest,0.02,$500.00 ,1.008134567,Las Vegas,French,605,2953,1,Technology,3/21/2022,Gadget Giants
